id,Gender,Age,Driving_License,Licence_Type,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Seniority,Target
21695,Female,27,1,C,35,Yes,< 1 Year,No,30276,152,264,0
21696,Female,35,1,C,41,No,1-2 Year,Yes,32067,124,18,0
21697,Female,42,1,M,38,No,1-2 Year,No,2630,26,111,1
21698,Female,62,1,A,33,Yes,1-2 Year,No,39973,152,267,0
21699,Female,39,1,B,28,No,1-2 Year,Yes,32758,124,180,0
21700,Male,32,1,D,28,No,1-2 Year,Yes,30491,158,294,1
21701,Male,43,1,B,28,No,> 2 Years,Yes,2630,25,244,1
21702,Male,57,1,M,28,No,1-2 Year,Yes,56761,124,115,1
21703,Male,50,1,D,30,Yes,1-2 Year,Yes,2630,26,253,0
21704,Male,54,1,A,28,Yes,1-2 Year,No,38276,26,152,0
21705,Female,22,1,C,28,Yes,< 1 Year,No,30432,153,93,0
21706,Female,22,1,C,46,Yes,< 1 Year,No,29273,152,42,0
21707,Male,45,1,C,28,No,1-2 Year,Yes,41362,26,279,0
21708,Male,45,1,M,28,No,> 2 Years,Yes,53000,124,195,0
21709,Male,53,1,M,28,No,> 2 Years,Yes,35691,124,86,1
21710,Male,49,1,M,28,No,1-2 Year,Yes,43468,55,135,1
21711,Male,24,1,C,17,No,< 1 Year,Yes,93242,152,128,1
21712,Male,53,1,M,19,No,1-2 Year,Yes,27287,26,170,1
21713,Female,23,1,D,6,No,< 1 Year,Yes,27918,26,284,1
21714,Male,40,1,M,8,No,1-2 Year,Yes,25196,26,129,1
21715,Female,27,1,A,3,Yes,1-2 Year,No,2630,157,128,0
21716,Male,27,1,A,30,Yes,< 1 Year,No,59122,152,240,0
21717,Male,53,1,M,7,No,1-2 Year,Yes,2630,124,179,0
21718,Female,48,1,C,21,Yes,1-2 Year,No,35540,124,262,0
21719,Female,66,1,D,16,No,1-2 Year,Yes,23738,26,246,0
21720,Male,22,1,A,45,Yes,< 1 Year,Yes,62683,163,96,0
21721,Male,54,1,B,30,No,1-2 Year,Yes,32504,26,214,0
21722,Male,43,1,M,50,Yes,1-2 Year,No,33322,26,75,0
21723,Male,20,1,B,46,Yes,< 1 Year,No,30613,160,219,0
21724,Female,26,1,D,10,No,< 1 Year,Yes,28394,152,183,1
21725,Male,51,1,D,28,No,> 2 Years,Yes,56263,26,254,1
21726,Male,49,1,M,16,No,1-2 Year,Yes,30389,26,255,0
21727,Female,23,1,C,26,Yes,< 1 Year,No,29017,152,77,0
21728,Female,25,1,A,28,Yes,< 1 Year,No,30459,152,176,0
21729,Female,30,1,D,30,No,< 1 Year,No,32086,152,36,0
21730,Male,47,1,D,33,No,1-2 Year,Yes,2630,156,197,0
21731,Female,20,1,C,15,No,< 1 Year,No,29053,160,45,0
21732,Female,25,1,B,11,Yes,< 1 Year,No,21974,152,192,0
21733,Female,25,1,B,31,Yes,< 1 Year,No,2630,152,73,0
21734,Female,36,1,C,28,No,1-2 Year,Yes,34595,125,193,1
21735,Male,58,1,B,41,No,1-2 Year,Yes,35622,26,13,0
21736,Female,67,1,C,28,No,> 2 Years,Yes,44954,26,12,1
21737,Female,40,1,D,46,Yes,1-2 Year,No,41375,152,230,0
21738,Female,44,1,B,28,No,1-2 Year,Yes,39942,26,250,0
21739,Female,34,1,D,28,No,1-2 Year,Yes,52267,26,286,1
21740,Female,21,1,M,8,No,< 1 Year,Yes,34595,152,296,0
21741,Female,53,0,,35,No,1-2 Year,Yes,28958,124,249,0
21742,Female,34,1,C,28,No,1-2 Year,Yes,56046,124,179,1
21743,Male,51,1,C,24,Yes,1-2 Year,Yes,44487,122,91,0
21744,Female,49,1,A,28,No,1-2 Year,Yes,43031,122,172,0
21745,Male,44,1,C,28,No,1-2 Year,Yes,36155,157,239,0
21746,Male,63,1,A,46,Yes,1-2 Year,Yes,28134,11,171,0
21747,Male,57,1,M,28,No,> 2 Years,Yes,38470,26,184,1
21748,Male,26,1,D,41,Yes,< 1 Year,No,65444,152,290,0
21749,Female,69,1,C,50,Yes,1-2 Year,No,33579,8,202,0
21750,Female,25,1,A,44,Yes,< 1 Year,No,33360,152,238,0
21751,Male,42,1,C,17,No,1-2 Year,Yes,2630,124,96,1
21752,Female,33,1,M,28,No,< 1 Year,Yes,30557,124,223,1
21753,Male,47,1,A,28,No,> 2 Years,Yes,31559,26,196,0
21754,Male,42,1,C,8,No,1-2 Year,No,2630,26,99,0
21755,Male,59,1,D,28,No,1-2 Year,Yes,2630,158,30,1
21756,Male,46,1,B,29,No,1-2 Year,Yes,30427,124,209,1
21757,Female,57,1,C,23,No,1-2 Year,No,20026,124,70,0
21758,Female,22,0,,6,Yes,< 1 Year,No,40820,152,206,0
21759,Male,38,1,D,28,No,1-2 Year,Yes,34827,124,257,1
21760,Male,43,1,D,28,No,1-2 Year,Yes,56805,111,172,0
21761,Male,24,1,A,8,Yes,< 1 Year,No,40949,152,161,0
21762,Female,23,1,M,50,Yes,< 1 Year,No,31617,152,291,0
21763,Male,25,1,B,35,Yes,< 1 Year,No,30174,151,171,0
21764,Female,35,1,B,46,No,1-2 Year,Yes,29971,124,233,1
21765,Female,76,1,C,28,No,> 2 Years,Yes,64024,26,227,1
21766,Male,24,1,D,41,Yes,< 1 Year,No,36968,152,203,0
21767,Female,39,1,D,33,No,1-2 Year,Yes,34083,124,59,0
21768,Female,57,1,D,28,Yes,1-2 Year,No,49658,152,44,0
21769,Male,36,1,M,28,No,1-2 Year,Yes,44493,124,114,0
21770,Male,75,1,M,28,No,1-2 Year,Yes,36150,124,215,0
21771,Male,66,1,A,28,Yes,1-2 Year,No,38239,24,127,0
21772,Male,50,1,B,28,No,1-2 Year,Yes,43912,52,80,0
21773,Male,44,1,B,11,Yes,1-2 Year,No,24076,26,102,1
21774,Female,48,1,D,28,No,1-2 Year,Yes,2630,26,34,1
21775,Female,24,1,M,27,Yes,< 1 Year,No,26044,152,210,0
21776,Female,40,1,A,28,No,> 2 Years,Yes,45512,26,79,1
21777,Female,22,1,C,30,Yes,< 1 Year,No,36759,152,124,0
21778,Female,56,1,C,50,Yes,1-2 Year,No,2630,124,222,0
21779,Male,26,1,C,36,Yes,< 1 Year,No,35125,152,76,0
21780,Female,36,1,A,8,No,1-2 Year,Yes,31041,124,275,0
21781,Female,25,1,C,50,Yes,< 1 Year,No,40952,152,102,0
21782,Male,49,1,C,28,No,> 2 Years,Yes,48359,26,49,1
21783,Female,24,1,B,11,Yes,< 1 Year,No,33190,152,79,0
21784,Male,29,0,,39,Yes,< 1 Year,No,54115,152,116,0
21785,Female,21,1,A,8,Yes,< 1 Year,No,35974,160,207,0
21786,Female,36,1,D,47,No,1-2 Year,Yes,29534,154,286,1
21787,Male,63,1,A,28,Yes,1-2 Year,No,27828,124,20,0
21788,Female,51,1,B,45,Yes,1-2 Year,No,29120,26,222,0
21789,Female,20,1,D,30,No,< 1 Year,Yes,22461,160,77,0
21790,Male,25,1,C,8,Yes,< 1 Year,No,48543,160,228,0
21791,Male,25,1,C,15,No,< 1 Year,No,25696,152,49,0
21792,Male,50,1,D,28,Yes,1-2 Year,No,43261,52,266,0
21793,Male,42,1,B,28,No,1-2 Year,Yes,29408,124,169,0
21794,Female,45,1,A,28,No,> 2 Years,Yes,48660,26,226,1
21795,Male,20,1,C,2,Yes,< 1 Year,No,23052,160,20,0
21796,Female,71,1,B,6,No,> 2 Years,Yes,27822,26,115,0
21797,Female,29,1,C,8,Yes,< 1 Year,No,2630,26,194,0
21798,Male,48,1,D,36,No,1-2 Year,Yes,36303,124,244,0
21799,Male,29,1,A,46,Yes,< 1 Year,No,19592,152,167,0
21800,Male,55,0,,41,No,1-2 Year,No,34040,26,244,0
21801,Male,28,1,C,35,No,1-2 Year,No,2630,156,86,0
21802,Male,25,0,,28,No,< 1 Year,Yes,57481,152,33,1
21803,Male,43,1,B,2,No,1-2 Year,Yes,36881,124,210,1
21804,Female,22,1,B,15,Yes,< 1 Year,No,40921,160,88,0
21805,Male,45,1,D,26,No,1-2 Year,Yes,37086,16,242,0
21806,Female,40,1,B,18,Yes,1-2 Year,No,2630,152,253,0
21807,Female,25,1,D,33,Yes,< 1 Year,No,2630,160,229,0
21808,Male,21,1,A,34,No,< 1 Year,Yes,37677,152,79,0
21809,Male,60,1,B,11,Yes,1-2 Year,No,29253,26,232,0
21810,Male,52,1,A,48,No,1-2 Year,Yes,2630,124,194,0
21811,Male,63,1,A,28,No,1-2 Year,Yes,53731,154,207,0
21812,Male,24,1,B,41,No,< 1 Year,Yes,2630,156,60,1
21813,Female,46,1,A,28,No,1-2 Year,Yes,38787,26,256,1
21814,Male,64,1,A,41,Yes,1-2 Year,No,2630,26,198,0
21815,Female,39,1,D,48,No,1-2 Year,Yes,2630,124,287,1
21816,Female,53,1,A,48,Yes,1-2 Year,No,2630,122,28,0
21817,Female,22,1,C,36,Yes,< 1 Year,No,32584,152,204,0
21818,Female,27,1,D,8,No,1-2 Year,Yes,35656,154,171,1
21819,Male,30,1,D,41,No,< 1 Year,Yes,2630,160,89,1
21820,Female,25,1,B,11,Yes,< 1 Year,No,27813,152,156,0
21821,Female,23,1,A,18,Yes,< 1 Year,No,27192,152,144,0
21822,Female,66,1,C,18,No,1-2 Year,No,2630,157,243,0
21823,Male,38,1,M,18,No,> 2 Years,Yes,31820,26,157,1
21824,Female,36,1,A,28,No,1-2 Year,Yes,35021,124,20,1
21825,Female,59,1,D,28,No,1-2 Year,Yes,61001,124,261,0
21826,Female,26,1,D,35,Yes,< 1 Year,No,29424,152,67,0
21827,Female,52,1,A,24,No,1-2 Year,Yes,36111,124,180,0
21828,Male,43,1,D,28,No,1-2 Year,Yes,50701,124,132,0
21829,Female,48,1,C,25,No,1-2 Year,Yes,2630,124,296,0
21830,Female,31,1,A,28,No,< 1 Year,Yes,42731,154,95,1
21831,Male,51,1,C,12,No,1-2 Year,Yes,31386,26,273,0
21832,Female,41,1,D,28,No,1-2 Year,Yes,50621,122,135,1
21833,Male,38,1,C,5,No,1-2 Year,Yes,24061,124,153,0
21834,Male,44,1,D,28,No,1-2 Year,Yes,40705,124,54,1
21835,Male,21,1,A,30,No,< 1 Year,Yes,19966,152,299,1
21836,Male,22,1,D,6,Yes,< 1 Year,No,61415,152,157,0
21837,Male,30,1,D,24,No,< 1 Year,Yes,30755,124,42,0
21838,Male,22,1,C,45,Yes,< 1 Year,No,27954,152,232,0
21839,Female,25,1,A,11,Yes,< 1 Year,No,45285,152,60,0
21840,Female,26,1,M,34,No,< 1 Year,Yes,30122,152,182,0
21841,Male,63,1,C,47,No,> 2 Years,Yes,39857,26,142,1
21842,Male,44,1,M,38,No,1-2 Year,Yes,39299,52,257,1
21843,Female,33,1,A,28,No,< 1 Year,Yes,31995,160,46,0
21844,Male,52,1,D,28,No,> 2 Years,Yes,70076,26,292,0
21845,Male,64,0,,22,No,1-2 Year,Yes,27020,124,234,0
21846,Female,29,1,B,21,No,< 1 Year,Yes,23919,152,98,0
21847,Female,47,1,C,30,No,1-2 Year,Yes,32742,124,102,1
21848,Male,21,1,M,36,No,1-2 Year,Yes,33953,124,275,1
21849,Male,23,1,D,47,Yes,1-2 Year,No,26718,26,29,0
21850,Female,22,1,A,26,Yes,< 1 Year,No,29165,152,230,0
21851,Male,45,1,A,28,No,1-2 Year,Yes,29176,26,90,1
21852,Male,69,1,B,28,No,1-2 Year,Yes,30343,26,285,0
21853,Male,49,1,M,28,No,1-2 Year,No,2630,122,236,0
21854,Female,20,0,,46,Yes,< 1 Year,No,23497,160,165,0
21855,Male,45,1,M,28,No,1-2 Year,Yes,2630,124,66,1
21856,Female,38,0,,28,No,1-2 Year,Yes,24506,124,242,1
21857,Male,40,1,B,19,Yes,1-2 Year,Yes,26465,124,161,0
21858,Male,43,1,M,28,No,1-2 Year,Yes,57602,26,51,1
21859,Male,25,1,M,41,No,< 1 Year,Yes,2630,152,276,0
21860,Male,70,1,A,28,No,1-2 Year,Yes,40082,26,37,1
21861,Female,54,1,D,28,No,1-2 Year,Yes,34567,26,89,1
21862,Female,43,1,B,48,No,> 2 Years,Yes,2630,124,41,0
21863,Male,39,1,D,1,No,1-2 Year,No,2630,124,211,0
21864,Male,51,1,M,22,No,1-2 Year,Yes,21041,31,54,1
21865,Female,42,1,M,35,No,1-2 Year,No,2630,157,145,1
21866,Male,25,0,,50,No,< 1 Year,Yes,32771,152,172,0
21867,Male,38,1,B,47,Yes,1-2 Year,No,20026,124,47,0
21868,Male,38,1,B,8,No,1-2 Year,Yes,31801,124,231,1
21869,Male,58,1,C,46,No,1-2 Year,Yes,29083,124,163,0
21870,Male,46,1,B,28,No,1-2 Year,Yes,40381,124,131,1
21871,Female,35,1,B,29,No,1-2 Year,Yes,2630,156,76,1
21872,Female,24,1,M,28,Yes,< 1 Year,No,33811,152,35,0
21873,Female,44,1,A,3,Yes,1-2 Year,No,2630,124,47,0
21874,Female,62,1,C,28,Yes,1-2 Year,No,51905,124,282,0
21875,Male,77,1,A,46,Yes,1-2 Year,No,17756,30,108,0
21876,Female,45,1,C,28,No,1-2 Year,Yes,62631,26,107,1
21877,Male,22,1,A,46,Yes,< 1 Year,No,30177,152,243,0
21878,Male,44,1,D,28,No,1-2 Year,Yes,52267,124,178,1
21879,Female,42,1,D,28,No,1-2 Year,Yes,48528,122,96,0
21880,Male,48,1,B,47,No,1-2 Year,Yes,37448,113,68,1
21881,Male,27,1,B,3,No,1-2 Year,Yes,35242,124,36,1
21882,Female,41,1,A,28,No,1-2 Year,Yes,91505,155,147,1
21883,Female,34,1,A,28,No,> 2 Years,Yes,41920,60,72,0
21884,Male,48,1,A,8,No,1-2 Year,No,48648,7,169,1
21885,Female,22,1,D,36,No,< 1 Year,Yes,31133,160,33,0
21886,Male,52,1,B,11,Yes,1-2 Year,Yes,36153,26,261,0
21887,Male,56,1,B,28,No,1-2 Year,Yes,41368,26,18,0
21888,Male,37,1,A,45,No,1-2 Year,No,23839,154,187,0
21889,Female,24,1,D,46,Yes,< 1 Year,No,34015,152,75,0
21890,Female,37,1,A,28,No,1-2 Year,Yes,26562,124,299,1
21891,Male,58,1,D,28,No,1-2 Year,Yes,44245,124,20,1
21892,Male,39,1,B,50,Yes,1-2 Year,No,2630,154,100,0
21893,Female,42,1,C,41,No,1-2 Year,Yes,28140,124,235,1
21894,Female,20,1,C,27,No,< 1 Year,Yes,2630,160,157,0
21895,Female,24,1,C,28,No,< 1 Year,Yes,48633,152,103,0
21896,Male,52,1,M,28,No,> 2 Years,Yes,69007,26,161,1
21897,Male,63,1,A,46,No,1-2 Year,Yes,27233,26,17,1
21898,Female,20,1,C,30,No,< 1 Year,Yes,32028,160,55,0
21899,Male,33,1,B,39,No,< 1 Year,Yes,32326,156,84,1
21900,Male,46,1,A,28,Yes,1-2 Year,No,36824,124,59,0
21901,Male,53,1,M,23,No,1-2 Year,Yes,2630,26,187,1
21902,Female,22,1,C,15,No,< 1 Year,Yes,26777,152,262,0
21903,Male,57,1,M,28,No,1-2 Year,Yes,49965,25,230,1
21904,Male,50,1,B,14,No,1-2 Year,Yes,25955,155,225,1
21905,Male,26,1,C,35,Yes,< 1 Year,No,30863,152,161,0
21906,Male,21,1,C,24,No,< 1 Year,Yes,23503,152,37,0
21907,Female,43,1,M,28,No,1-2 Year,Yes,36612,124,53,1
21908,Male,44,1,M,35,No,1-2 Year,Yes,36153,26,161,0
21909,Female,25,1,B,15,Yes,< 1 Year,No,34277,152,221,0
21910,Female,35,1,M,46,No,1-2 Year,Yes,29974,124,11,1
21911,Female,50,1,B,28,No,1-2 Year,Yes,23770,124,187,1
21912,Female,70,1,A,28,No,> 2 Years,Yes,31002,122,247,0
21913,Female,23,1,B,34,No,< 1 Year,Yes,31443,152,154,0
21914,Male,36,1,B,38,Yes,1-2 Year,No,26764,156,24,0
21915,Female,55,0,,29,Yes,1-2 Year,Yes,2630,156,70,0
21916,Female,48,1,D,36,No,> 2 Years,Yes,32389,26,139,1
21917,Female,28,1,C,15,Yes,< 1 Year,No,61632,152,168,0
21918,Male,46,1,M,8,No,1-2 Year,Yes,23842,26,238,1
21919,Male,31,1,D,29,No,1-2 Year,Yes,2630,156,280,0
21920,Female,31,1,B,28,No,< 1 Year,Yes,45975,152,140,0
21921,Male,75,1,A,28,No,1-2 Year,Yes,44582,25,134,1
21922,Male,30,1,M,19,No,< 1 Year,Yes,37258,152,36,0
21923,Male,39,1,M,28,No,1-2 Year,Yes,33698,124,225,0
21924,Female,23,1,M,3,Yes,< 1 Year,No,22814,160,89,0
21925,Female,34,1,A,40,No,1-2 Year,No,2630,152,271,0
21926,Female,34,1,C,18,No,1-2 Year,Yes,27925,155,92,1
21927,Male,59,1,C,29,No,1-2 Year,Yes,43539,124,212,1
21928,Male,41,1,M,48,Yes,1-2 Year,No,2630,124,195,0
21929,Male,46,1,D,30,Yes,1-2 Year,No,11882,152,168,0
21930,Male,75,1,D,47,No,1-2 Year,Yes,35792,16,174,0
21931,Female,28,1,M,2,No,< 1 Year,Yes,2630,163,157,1
21932,Female,46,1,A,29,No,1-2 Year,Yes,40016,103,137,1
21933,Male,24,1,C,46,No,1-2 Year,Yes,38865,26,36,1
21934,Male,39,1,M,10,No,1-2 Year,Yes,49913,124,130,1
21935,Male,25,1,C,13,No,< 1 Year,Yes,2630,152,231,0
21936,Female,65,1,C,3,No,> 2 Years,Yes,55657,26,261,0
21937,Male,25,1,A,8,Yes,< 1 Year,No,36385,152,16,0
21938,Male,50,1,A,28,No,1-2 Year,Yes,53020,124,150,1
21939,Female,45,1,D,28,Yes,1-2 Year,No,27846,26,89,0
21940,Male,30,1,A,11,Yes,< 1 Year,No,2630,152,197,0
21941,Male,50,1,B,28,No,1-2 Year,Yes,35169,26,195,1
21942,Male,34,1,B,29,No,> 2 Years,Yes,35157,154,110,0
21943,Female,41,1,D,24,No,1-2 Year,Yes,28036,124,117,1
21944,Female,21,1,M,15,No,< 1 Year,Yes,21852,156,24,1
21945,Male,79,1,B,50,Yes,1-2 Year,No,34940,64,104,0
21946,Female,24,1,B,37,Yes,< 1 Year,No,33902,152,157,0
21947,Female,22,1,B,36,Yes,< 1 Year,No,30031,152,223,0
21948,Male,49,1,A,8,No,1-2 Year,Yes,33032,26,185,0
21949,Male,25,1,B,3,No,< 1 Year,Yes,38597,152,285,0
21950,Female,21,1,B,10,Yes,< 1 Year,No,33186,152,39,0
21951,Male,23,0,,25,Yes,< 1 Year,No,28513,152,272,0
21952,Female,33,1,M,8,Yes,1-2 Year,No,28613,154,90,0
21953,Female,57,1,B,50,Yes,1-2 Year,No,47634,124,161,0
21954,Female,33,1,A,2,No,1-2 Year,Yes,2630,156,107,1
21955,Female,23,1,A,21,Yes,< 1 Year,No,17024,151,282,0
21956,Male,65,1,C,15,No,> 2 Years,Yes,48336,124,65,1
21957,Male,45,1,D,42,No,1-2 Year,Yes,29641,124,135,1
21958,Male,61,1,C,8,Yes,1-2 Year,No,2630,26,55,0
21959,Male,46,1,A,28,No,1-2 Year,Yes,44816,26,154,0
21960,Female,23,1,M,50,Yes,< 1 Year,No,36633,152,125,0
21961,Male,26,1,B,35,No,< 1 Year,Yes,25534,152,258,0
21962,Female,56,1,D,28,Yes,1-2 Year,No,69856,26,293,0
21963,Female,45,1,M,28,No,1-2 Year,Yes,23083,26,114,1
21964,Female,41,1,C,8,Yes,1-2 Year,No,36307,154,84,0
21965,Male,46,1,D,20,No,1-2 Year,Yes,2630,124,89,1
21966,Male,22,1,D,30,Yes,< 1 Year,No,24200,152,110,0
21967,Male,26,1,M,14,Yes,< 1 Year,No,2630,152,137,0
21968,Male,42,1,A,28,No,1-2 Year,Yes,2630,26,241,1
21969,Male,47,1,B,28,No,1-2 Year,Yes,25204,124,105,1
21970,Male,64,1,D,28,No,1-2 Year,Yes,25277,26,239,0
21971,Female,23,1,C,30,Yes,< 1 Year,No,46584,152,169,0
21972,Female,76,1,M,28,No,1-2 Year,Yes,43158,26,223,1
21973,Male,45,1,B,41,Yes,1-2 Year,No,22279,124,274,0
21974,Male,40,1,C,28,No,1-2 Year,Yes,56030,26,17,0
21975,Female,21,1,B,2,No,< 1 Year,Yes,25755,160,57,1
21976,Male,47,0,,8,No,1-2 Year,Yes,29759,124,98,1
21977,Female,54,0,,29,No,1-2 Year,Yes,2630,124,293,1
21978,Female,22,1,B,40,No,< 1 Year,Yes,24815,152,155,1
21979,Male,55,1,B,28,Yes,1-2 Year,No,37074,26,245,0
21980,Male,45,1,C,28,No,1-2 Year,Yes,39557,124,101,1
21981,Male,77,1,M,28,No,1-2 Year,Yes,53248,122,215,1
21982,Female,28,1,C,46,No,< 1 Year,Yes,37809,152,16,1
21983,Male,56,1,B,25,Yes,1-2 Year,No,21924,26,114,0
21984,Female,45,1,D,28,No,1-2 Year,Yes,21238,26,219,1
21985,Male,48,1,C,28,No,> 2 Years,Yes,33575,124,86,1
21986,Female,28,1,A,11,Yes,< 1 Year,No,23506,152,227,0
21987,Female,43,1,C,41,No,1-2 Year,Yes,32245,150,182,1
21988,Female,25,1,M,29,Yes,< 1 Year,No,31395,152,96,0
21989,Female,37,1,A,21,Yes,1-2 Year,No,2630,152,97,0
21990,Female,30,0,,45,Yes,< 1 Year,No,24966,152,257,0
21991,Male,44,1,C,28,No,1-2 Year,Yes,40932,26,230,0
21992,Female,23,1,D,33,Yes,< 1 Year,No,39153,152,28,0
21993,Male,27,1,B,41,Yes,< 1 Year,No,29383,152,59,0
21994,Male,21,1,C,8,Yes,< 1 Year,No,34476,152,41,0
21995,Female,50,1,C,41,Yes,1-2 Year,No,26701,152,27,0
21996,Male,26,1,M,1,No,< 1 Year,No,2630,152,170,0
21997,Female,52,1,M,15,No,1-2 Year,Yes,2630,26,112,1
21998,Female,51,1,B,10,No,1-2 Year,No,19774,157,153,1
21999,Female,43,1,A,28,No,1-2 Year,Yes,36552,26,142,1
22000,Female,22,1,C,34,No,< 1 Year,Yes,2630,152,288,1
22001,Male,45,1,C,28,Yes,1-2 Year,Yes,2630,124,278,0
22002,Male,68,1,B,29,No,1-2 Year,Yes,2630,26,175,0
22003,Female,44,1,B,46,No,1-2 Year,Yes,28814,11,171,0
22004,Male,21,1,C,17,Yes,< 1 Year,No,32650,160,230,0
22005,Male,24,1,D,29,Yes,< 1 Year,No,34883,152,278,0
22006,Male,38,1,A,28,No,1-2 Year,Yes,33325,26,68,0
22007,Male,36,1,B,28,No,1-2 Year,Yes,22010,156,132,1
22008,Female,28,1,D,28,No,< 1 Year,Yes,47668,156,151,1
22009,Female,24,1,A,8,No,< 1 Year,Yes,35159,152,149,0
22010,Male,60,1,B,8,Yes,1-2 Year,No,59137,7,225,0
22011,Female,32,1,B,5,No,1-2 Year,Yes,42236,154,214,0
22012,Female,32,1,B,28,No,< 1 Year,Yes,81859,26,203,1
22013,Female,24,1,M,15,No,< 1 Year,Yes,27624,152,14,1
22014,Female,40,1,B,46,Yes,1-2 Year,No,45202,21,177,0
22015,Female,52,1,B,28,No,1-2 Year,Yes,58139,26,72,0
22016,Male,55,1,A,36,Yes,1-2 Year,No,48895,124,111,0
22017,Male,35,1,D,8,No,1-2 Year,No,30458,124,80,0
22018,Female,33,1,B,28,Yes,1-2 Year,No,39758,124,118,0
22019,Female,25,1,A,8,No,< 1 Year,No,41265,152,238,0
22020,Male,43,1,C,40,No,1-2 Year,Yes,35773,124,248,1
22021,Female,22,1,B,36,Yes,< 1 Year,No,39163,160,137,0
22022,Male,52,1,M,5,No,1-2 Year,Yes,27738,124,249,1
22023,Male,21,0,,4,No,< 1 Year,Yes,22577,152,204,0
22024,Male,50,1,A,29,No,1-2 Year,Yes,24042,26,277,1
22025,Male,20,1,B,39,No,< 1 Year,Yes,30394,160,140,1
22026,Male,30,1,A,14,No,1-2 Year,Yes,2630,26,131,1
22027,Male,61,1,A,45,No,1-2 Year,Yes,25790,4,138,1
22028,Female,26,1,D,9,Yes,< 1 Year,No,22462,152,127,0
22029,Male,59,1,B,41,Yes,1-2 Year,No,2630,26,212,0
22030,Male,47,1,B,28,Yes,1-2 Year,No,37869,122,29,0
22031,Female,26,1,B,41,Yes,< 1 Year,No,28075,152,15,0
22032,Female,35,1,D,8,Yes,1-2 Year,No,31910,151,277,0
22033,Male,43,1,B,8,Yes,1-2 Year,No,2630,26,95,0
22034,Male,43,1,B,8,No,1-2 Year,No,44232,124,224,0
22035,Male,49,1,D,11,Yes,1-2 Year,No,30037,124,143,0
22036,Female,31,1,A,28,No,< 1 Year,Yes,25802,152,233,1
22037,Male,55,1,M,8,No,1-2 Year,Yes,2630,124,201,1
22038,Male,25,1,C,27,No,< 1 Year,Yes,2630,152,143,0
22039,Female,51,0,,11,No,1-2 Year,Yes,27581,163,70,1
22040,Female,23,1,B,36,Yes,< 1 Year,No,51307,152,34,0
22041,Female,27,1,C,5,Yes,1-2 Year,No,2630,156,235,0
22042,Female,33,1,M,28,No,1-2 Year,Yes,61640,26,38,1
22043,Female,34,1,A,8,No,1-2 Year,Yes,2630,26,124,1
22044,Male,68,1,D,41,No,1-2 Year,Yes,40152,26,59,1
22045,Female,44,1,B,41,No,1-2 Year,Yes,2630,26,292,1
22046,Male,22,1,C,11,Yes,< 1 Year,No,32321,160,38,0
22047,Male,41,1,D,28,Yes,1-2 Year,No,27866,124,56,0
22048,Male,44,1,D,8,No,1-2 Year,Yes,41759,124,165,0
22049,Male,67,1,M,21,Yes,1-2 Year,No,2630,124,130,0
22050,Male,57,1,B,28,Yes,1-2 Year,No,2630,26,286,0
22051,Female,22,1,D,27,No,< 1 Year,Yes,37599,152,138,0
22052,Male,48,1,B,28,No,1-2 Year,Yes,34405,157,261,1
22053,Male,56,1,D,28,Yes,1-2 Year,Yes,42083,25,88,0
22054,Male,46,1,C,29,No,1-2 Year,Yes,22446,124,103,0
22055,Male,32,1,C,28,No,1-2 Year,Yes,2630,124,227,1
22056,Male,68,1,M,28,No,1-2 Year,Yes,2630,124,92,0
22057,Female,39,0,,28,No,1-2 Year,Yes,37662,122,84,1
22058,Female,34,1,A,28,Yes,< 1 Year,No,29195,152,78,0
22059,Male,25,1,C,36,Yes,< 1 Year,No,2630,152,66,0
22060,Female,21,1,B,36,Yes,< 1 Year,No,51174,152,62,0
22061,Female,28,1,C,28,No,< 1 Year,Yes,2630,152,116,0
22062,Male,28,1,B,28,Yes,< 1 Year,No,49116,152,181,0
22063,Female,51,1,A,42,No,1-2 Year,Yes,31040,26,286,1
22064,Male,25,1,B,29,Yes,< 1 Year,No,34728,152,184,0
22065,Male,24,1,D,10,Yes,< 1 Year,No,27349,152,238,0
22066,Female,27,1,B,15,No,< 1 Year,No,33196,152,148,0
22067,Female,21,1,C,41,Yes,< 1 Year,No,23868,160,157,0
22068,Male,24,1,C,6,Yes,< 1 Year,No,28405,152,107,0
22069,Female,41,1,D,35,Yes,1-2 Year,No,2630,160,74,0
22070,Female,25,1,C,28,Yes,< 1 Year,No,26260,152,178,0
22071,Female,29,1,D,5,Yes,< 1 Year,No,33366,152,292,0
22072,Male,53,1,B,28,No,1-2 Year,Yes,57171,124,91,1
22073,Female,27,1,A,16,No,< 1 Year,Yes,17954,152,12,1
22074,Female,27,1,B,28,No,1-2 Year,Yes,2630,157,191,1
22075,Male,22,1,C,8,Yes,< 1 Year,No,36657,152,169,0
22076,Female,46,1,B,28,No,1-2 Year,Yes,33508,16,102,0
22077,Male,37,1,C,33,No,1-2 Year,Yes,25997,124,103,0
22078,Female,55,1,D,46,No,1-2 Year,Yes,46391,3,92,1
22079,Male,21,1,C,2,No,< 1 Year,Yes,35685,160,224,0
22080,Female,39,1,C,28,No,1-2 Year,Yes,2630,122,22,1
22081,Male,23,0,,50,Yes,< 1 Year,No,35449,152,299,0
